date,message,retweets
2019-05-15 16:13:16,"Perspective:\nSelect performance data since the Jan 29, 2018 market highs:\n$SPX: -0.6%\n$NDX: +6.8%\n$DJIA: -3.5%\n$RUT\xe2\x80\xa6 https://t.co/y9dkNj6ieL'",14
2019-05-15 16:13:12,Avoid Appointments in Samarra #commodities #CL_F #forex $DXY $SPX $EEM https://t.co/NkJeJISzgt',0
2019-05-15 16:12:53,#BTFD is still alive and well until proven otherwise.   $SPY $SPX $ES_F',0
2019-05-15 16:12:27,$dis hourly chart inverse head and shoulder pattern $spy $spx #SwingTrading https://t.co/OcpwHnaUp6',1
2019-05-15 16:12:23,More updates for the $SPY trades and comments on the $SPX at 12:11 PM https://t.co/Hp7gTfPvSK',0
2019-05-15 16:12:22,and lo...it came to pass #VIX #SPX #FTSE #Equities https://t.co/dYvhRcyVSU',0
2019-05-15 16:12:19,"b""@CapitalEdgeNY and this is just SPY. doesn't include SPX weeklies""",0
2019-05-15 16:11:50,"4 wave daily $SPX pull back has been 25 percent so far. Must retrace 38-50 percent to be legit, then 5 up to 3030.'",0
2019-05-15 16:11:34,@patrol_pancake @MoMoBagholder I\xe2\x80\x99d be surprised if we finished over spx 2850',0
2019-05-15 16:09:53,Eclipsing yesterday\xe2\x80\x99s highs now on $SPX. We\xe2\x80\x99re bordering on lights out for Permabears. So many people calling for s\xe2\x80\xa6 https://t.co/LZ2QpLL2GB',0
2019-05-15 16:09:46,#spx #Futures  5/15/2019 12:09PM\n\nClose up of the action\nThis will not have a nice ending https://t.co/4otspUcUh4',1
2019-05-15 16:09:09,2861 is \xf0\x9f\x97\x9d to overcome for 2867 orderflow level to be on books once again \xf0\x9f\xa4\xab\n\nIf not overcome + we go below 2850\n\nI s\xe2\x80\xa6 https://t.co/gfx8bRpvkc',1
2019-05-15 16:08:48,"Actionable Options for Wed, May 15 $SPX $NVDA $BABA https://t.co/9iP9JrkALL'",0
2019-05-15 16:07:44,@SP8DE_Official Still no move....no news.... $spx \xf0\x9f\xa7\x90\xf0\x9f\xa7\x90\xf0\x9f\xa7\x90',0
2019-05-15 16:07:18,"b""$SPX $SPY it's breaking through 2855 resistance. If it can hold gains today I'd watch the 2880-2890 area next. https://t.co/EiGfvCQXHX""",0
2019-05-15 16:07:11,$SPX makes a slightly higher high. really? https://t.co/HuX7LuGmMm',0
2019-05-15 16:07:05,"b""Midday Look --\n\nHere's current look at Daily candles &amp; 30Min charts as make new HODs.\n\nMy indicators show Short Squ\xe2\x80\xa6 https://t.co/SnAaX5YPgB""",0
2019-05-15 16:06:34,Hit 1st target 2957!  Move stoploss up #ES_f  $spx https://t.co/IgwvVzbzHz',0
2019-05-15 16:06:27,Ukrainian Energy #commodities #CL_F #forex $DXY $EEM $SPX https://t.co/rc4mv6rtON',0
2019-05-15 16:06:17,More #TraderKnowledge in my #ebooks:\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/JMaDJhQ81t',1
2019-05-15 16:05:46,"$NYMO now at -12.54, started the day red and then rose sharply on feel-good news. At 0, it will have a complete ""W""\xe2\x80\xa6 https://t.co/P21TjQMnYz'",0
2019-05-15 16:05:33,someone thought there was a legit chance SPX went to 500',0
2019-05-15 16:05:01,@UgeneKrawec $SPX \xf0\x9f\x9a\x80 2Bagger - gotta thank the \xf0\x9f\xa4\xa1 for the auto tariff delay #FakeNews',0
2019-05-15 16:04:35,might visit 2870 on spx  today with the vix getting pounded.',1
2019-05-15 16:04:04,$DJIA $SPX $COMP $GM $F:\n\nDow Erases Losses on Reports Auto Tariffs Are on Hold:\n\nhttps://t.co/ISQkwZmalQ',0
2019-05-15 16:04:03,"$HON $REZI $GTX $SPX $DJIA:\n\nHoneywell Thinks Its Future Is in Software, Not Just Industry:\n\nhttps://t.co/NMHWmZJwxO'",0
2019-05-15 16:03:37,Starter position in $SPX 2855 puts. Looking to add https://t.co/yzLrkDJGxr',0
2019-05-15 16:03:35,"SPX, Gold, GDX Technicals: 05-15-19 https://t.co/Tr7Ype07bj #money #business #finance https://t.co/iGOggYt4Ft'",0
2019-05-15 16:02:55,#SPX trading beautifully between these trends and levels I outlined yesterday. Price action looks like it could cre\xe2\x80\xa6 https://t.co/w9ytY7g9n9',0
2019-05-15 16:01:54,Major world indices:\n$SPX: 2852.22\n$FTSE: 7303.55\n$DAX: 12104.85\n$Nikkei: 21163.78\n#forex #fx #RenegadeCapital',0
2019-05-15 16:01:49,"@TradeWithNinja @SPX_KING I would love for it to get there, as I am short TVIX. Just don\xe2\x80\x99t see it happening. Hopefully your right'",0
2019-05-15 16:01:03,"So here\xe2\x80\x99s every single trade alert, idea, call out, and suggestion that I made since April 25\xe2\x80\xa6 and I mean everythin\xe2\x80\xa6 https://t.co/Vqnsu9zPg2'",1
2019-05-15 16:00:26,Bought $uvxy at 39.25 with a tight stop. Quant model points to pullback at $spx 2855. $vix',0
2019-05-15 16:00:16,"b""Wednesday's mid-session S&amp;P500 Futures Volume to Volatility chart: https://t.co/ccFnOiuRzY \n\n#ES_F $SPY $SPX $IVV\xe2\x80\xa6 https://t.co/XuVevbvZXo""",0
2019-05-15 16:00:03,"Here is a snapshot of the current market. Remember to join the discussion room for live analyses, trade recaps, and\xe2\x80\xa6 https://t.co/7IWH55HNVP'",0
2019-05-15 15:59:51,Major world indices:\n$SPX: 2852.22\n$FTSE: 7303.55\n$DAX: 12104.85\n$Nikkei: 21163.78\nMore at https://t.co/Jbuj8gzfWH',1
2019-05-15 15:59:37,$SPX Good Stuff Buddy! https://t.co/JROMbEmNuQ',0
2019-05-15 15:59:24,I mentioned yesterday and again today that 2850-56 level is pretty BIG spot for SPX/MKT-  Althou...\xe2\x80\xa6 https://t.co/BHNzX5nv2N',0
2019-05-15 15:59:08,$es $SPY $SPX trend day action on profile: https://t.co/xWO8wem9tX',0
2019-05-15 15:58:36,"Of note, volatility is getting spanked way more than yesterday when $SPX was at these same levels.  It could be jus\xe2\x80\xa6 https://t.co/v0VzJOHfyQ'",0
2019-05-15 15:58:28,$SPY Trump Tweets will no longer work TICK-TOCK TICK-TOCK Then... $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS\xe2\x80\xa6 https://t.co/r8amSuwUcp',0
2019-05-15 15:58:05,"b""I don't usually monitor the SPX MA. I trade SPY. So, why the disparity between the two? Are we seeing blatant manip\xe2\x80\xa6 https://t.co/6SBdFwsNyT""",1
2019-05-15 15:57:34,"Good enough for govt work... This is the first decline into a 20-week (nominal) low, it seems unlikely to see a col\xe2\x80\xa6 https://t.co/pJ3rnuL29A'",0
2019-05-15 15:57:33,$SPX goes outside day',0
2019-05-15 15:57:04,Turnabout is fair play. \n\n$SPX $NDX futures https://t.co/nyIwTrmhwx',0
2019-05-15 15:56:58,Sell the beast. #SPX',0
2019-05-15 15:56:47,"$SPX close to unchanged after being down 1% early, flat $SKEW Index draws interest to at the money strikes, the\xe2\x80\xa6 https://t.co/5kkEHo7HE0'",1
2019-05-15 15:56:19,"b""$SPX Saeed shared his key Pivots in SPX and USDJPY plus WTI.\nWe have now posted today's interview with Saeed\xe2\x80\xa6 https://t.co/Jv8TPJdtQ8""",1
2019-05-15 15:55:45,$SPX Daily 50 MA is currently at 2864.23 ! https://t.co/FMoFJ2nlQO',0
2019-05-15 15:55:24,"Was the U.S. economy roaring in 1995 when the Fed decided to cut rates?  No, economic data was showing signs of slo\xe2\x80\xa6 https://t.co/IB9ybGCSg8'",0
2019-05-15 15:55:19,Forgot to mention that $SPY $SPX have 50-day overhead resistance at ~$286 and ~2863',0
2019-05-15 15:54:33,"Tyrol Air Ambulance Israel Aircraft Industries 1125 Astra SPX (OE-GBD, #4400D0) as flight #TYW433 at 29300 ft headi\xe2\x80\xa6 https://t.co/W7vvKaTMfI'",0
2019-05-15 15:54:14,"Tyrol Air Ambulance Israel Aircraft Industries 1125 Astra SPX (OE-GBD, #4400D0) as flight #TYW433 at 28477 ft OTT Thuringia (Germany)'",0
2019-05-15 15:53:41,"b""Flagging here at fresh hourly supply...surprised we haven't pulled back...sign that market could push $SPY $SPX""",0
2019-05-15 15:53:08,Came Up with Daddy shark. $SPX 2880. Lol',0
2019-05-15 15:51:46,More #TraderKnowledge in my #ebooks:\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/gcSQ0VPl8y',1
2019-05-15 15:51:20,$SPX again struggling w/ 2852 area - needs to take it out https://t.co/PqwaGsqfRL',0
2019-05-15 15:51:01,S&amp;P 500 | $XHB/SPX | $SPX500 $USD\n\nXHB Relative Tactical 051519\n\nLong or short it on WCX: https://t.co/QPvu33G3no https://t.co/MIL5ku0IKa',0
2019-05-15 15:50:33,"I have a feeling that if $SPX can take out yesterday\xe2\x80\x99s high, and a confluence of resistance, we might get some rota\xe2\x80\xa6 https://t.co/n95vCtkwvH'",0
2019-05-15 15:49:50,$spx \nReady to go squeeze some shorts ?',0
2019-05-15 15:49:22,"b""Sure like the way $MMM has held support; https://t.co/rUxX4L8JsS, barely took out previous week's low on Monday, st\xe2\x80\xa6 https://t.co/x2oqMaUKuZ""",0
2019-05-15 15:48:01,S&amp;P 500 | $SPX | $SPX500 $USD\n\n100 SPX Point Guarantee!! Morning Notes--Black Hole Looming!...\n\nLong or short it on\xe2\x80\xa6 https://t.co/0rdCzXoTjR',0
2019-05-15 15:47:19,How to apply \xf0\x9f\x92\x84!!!! @SPX7200 https://t.co/GNC0UEpcIl',0
2019-05-15 15:47:00,$SPY  #tradewar #Tarrif #China $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA\xe2\x80\xa6 https://t.co/MXFsCe4d9k',0
2019-05-15 15:46:52,Hitting resistance again in low 50s. The upper end of the downtrend channel may come into play today too. Exciting\xe2\x80\xa6 https://t.co/rx6xNwwR6n',1
2019-05-15 15:46:45,the earlier twit on market structure reading has been a good one for me. I will post additional chart set up which\xe2\x80\xa6 https://t.co/p7zUTR9gBR',0
2019-05-15 15:46:30,$spx follow up as we reclaimed 2820 and just kissed 2852 https://t.co/tYzRDgE6yU',2
2019-05-15 15:46:05,$ES_F $SPX $SPY\n\nBack to yesterdays high and reversal zone\n\nWould be nice to fill da gap from May 12/13! (not likel\xe2\x80\xa6 https://t.co/aw1BCwhqfy',2
2019-05-15 15:45:44,"b""Again, we've gone down and up 600 spx handles since Oct and the 200dma has been in a 30 handle trading range.  That\xe2\x80\xa6 https://t.co/VFph3W7hX6""",0
2019-05-15 15:44:36,$SPX testing the 5-day moving average - has acted as constant resistance during this entire sell-off. Break it and\xe2\x80\xa6 https://t.co/ha4JcOdM2c',0
2019-05-15 15:43:54,"Dow rises 100 points, erases 190-point drop as Trump delays auto tariffs @CNBC $spx $dow $ndx $faang $ibb $soxl\xe2\x80\xa6 https://t.co/a28Kj46i14'",0
2019-05-15 15:43:49,#ES_F\n \nThis move is looking for 2862.\n\n$SPX $VIX $SPY $TVIX',0
2019-05-15 15:43:46,"b""@spacecoast_stve @NASASpaceflight To this, 45th Wx officer can't make a value call on ULWs in forecast.  Only SpX c\xe2\x80\xa6 https://t.co/3TujJF6hML""",0
2019-05-15 15:43:42,"b""Once news came out that Trump would consider delaying tariffs, I went long. To me that's a signal he will cave. Sma\xe2\x80\xa6 https://t.co/eFCQpLfEoa""",0
2019-05-15 15:42:56,@TheStalwart @TheTerminal This becomes a joke after 2 hours! $SPX is now up 14.73!',0
2019-05-15 15:42:27,ok im off out... PA driving me nuts.... may even move out to the H4 TF \xf0\x9f\x98\x9d\xc2\xa0#EURUSD #EUR #EURO #DOLLAR #USD #FOREX\xe2\x80\xa6 https://t.co/ODXoAvYspt',0
2019-05-15 15:42:14,Might as well use this as a template $spy $spx https://t.co/KUhqwgop6h',0
2019-05-15 15:41:56,Bear Stoploss Hit -306 $$$Points $SPX SL: 2849.6TP: 2812.5 #manuelfx #ClosedLoss https://t.co/PO0VdxEx2X',0
2019-05-15 15:41:41,"Donnie leans over to Larry "" hey we can\'t mention China - wot ya got?""\nGive me a minute ...\nGot it - EU tariifs res\xe2\x80\xa6 https://t.co/5Z4Pf9v4RX'",3
2019-05-15 15:41:15,"Medical Marijuana, Inc. $MJNA Subsidiary Kannaway(R) Unveils New CBD Coffee and Tea Pods \n\nhttps://t.co/JMHv0KsHy9\xe2\x80\xa6 https://t.co/ibMBiSwSjd'",2
2019-05-15 15:41:11,More #TraderKnowledge in my #ebook:\nhttps://t.co/rWXaZYjnOo\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/is9zztNRDe',1
2019-05-15 15:40:53,"b""$SPX $SPY testing yesterday's high. Decisive moment, a tweet or three can make this ramp like #DukesofHazzard\xe2\x80\xa6 https://t.co/MF99neqdOp""",0
2019-05-15 15:40:38,$100K in 365 Days Challenge - COMING SOON!\n\nMy goal is to reach a #profit of $100K in next 12 months. More informat\xe2\x80\xa6 https://t.co/301ZKP6hvH',0
2019-05-15 15:40:06,"b""$SPX Goin LIVE with Ben @benjymaldonado Tomorrow 9:00 AM EST here https://t.co/5lsWdmTHe4 Tune in for Ben's Elite A\xe2\x80\xa6 https://t.co/X3IupQwDsr""",1
2019-05-15 15:39:40,@GregMannarino All my technical analysis pointed to a 2700 SPX in the next few days and the gap down with spy today\xe2\x80\xa6 https://t.co/2RJH6Nsp1A',0
2019-05-15 15:39:27,$SPX if it can go above 2852 can see 2860',0
2019-05-15 15:39:14,"b""So I guess DT's boys got the go ahead to buy back in again. Until we hit another high then he'll start the Iran War\xe2\x80\xa6 https://t.co/bau5spMpTK""",0
2019-05-15 15:37:50,Are we building a bear flag or going back above the 50MA.  Think we will find out in the next 2 days $SPX https://t.co/Vuj5ye830Q',0
2019-05-15 15:37:21,streak continues.... increase your bets when youre on fire/market is in your favor. cant stress this enough $spy $spx $ES',0
2019-05-15 15:37:15,$SPY $SPX Come join us!! Did you know this would happen?!? We did! @AlwaysBeChartin \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\x92\xb5\xf0\x9f\x92\xb5 https://t.co/6JNkY4UD0f',0
2019-05-15 15:37:13,"b""@patrol_pancake Nibbling 2850 $SPX. Let's see what happens next.""",0
2019-05-15 15:36:31,"$SPX today\xe2\x80\x99s trade, yesterday https://t.co/1NIQAei9n9'",0
2019-05-15 15:36:27,"$SPX #stock $CSCO, #largecap #stocks $NTES and $ZTO, #midcap stocks $FLO and $FTCH and #smallcap stock $JACK highli\xe2\x80\xa6 https://t.co/fE61TlJwYM'",1
2019-05-15 15:36:12,and so $SPX $ES is here because auto tariffs have been delayed......come on guys https://t.co/9VnrtRRl9e',0
2019-05-15 15:34:42,"b""resistance, but this bull shall have legs at least even if no breakout. bears didn't catch their last chances for t\xe2\x80\xa6 https://t.co/ksH0aieGpX""",0
2019-05-15 15:34:36,Trend day in making #SPX',0
2019-05-15 15:34:08,https://t.co/YNW1osfcg4 Join us today with a Free 14 day Trial to have a chance to be on the Right Side of the next\xe2\x80\xa6 https://t.co/dFWvlgTUgl',0
2019-05-15 15:34:02,Sold SPX @ 2851.... half',0
2019-05-15 15:33:11,Sold $AAPL calls at $0.91. Still like it to the $192-$193 area this week. $SPX though at key resistance here at 285\xe2\x80\xa6 https://t.co/aPvlR1ASh8',0
2019-05-15 15:32:32,"b""$SPX $NDX $DIA  keeping pace with $BYND's      intraday rise""",0
2019-05-15 15:32:19,Long SPX 2848.75',0
2019-05-15 15:31:31,"$NFLX - worked  exactly as planned  last nigt..see below\n\nIf it gets over 347, Buy 350 CALL for a quick scalp. If b\xe2\x80\xa6 https://t.co/UU5pCDfThH'",0
2019-05-15 15:31:06,US mkts believe economy is not coming to an end by tariffs\n-algos governing mkts these days\n\n$VIX 17.33-4.04%\n\n$QQQ\xe2\x80\xa6 https://t.co/sgMpkcDnba',0
2019-05-15 15:30:39,"b""$SPX everyone seems to be looking for this ABC correction into the 2870-2900 range before the next leg lower. I'm n\xe2\x80\xa6 https://t.co/pPYAuiPWlt""",0
2019-05-15 15:30:07,Ok guys push!  $ES_F $SPX $SPY https://t.co/VXVEGbuiNP',1
2019-05-15 15:30:03,"b""RT\xc2\xa0@SmithBusinessCo: RT\xc2\xa0@jimcramer: We could hold 2650-- SPX that's where the president can tweet that talks are go\xe2\x80\xa6 https://t.co/R1IkhvztAi""",0
2019-05-15 15:29:53,ES-E-Wave-Simple Fib Price = High Probability Trade Strategies. Probable W.c:b complete near the open today. Also s\xe2\x80\xa6 https://t.co/BXYzBerQMe',3
2019-05-15 15:29:49,I think $SPX pulls back here....fresh hourly demand https://t.co/2UiEmctatn',0
2019-05-15 15:29:43,#TradeAlert \n\nThese are 6.3 from 3.8...out of most of my calls keeping few runners.\n..........................\nBuy\xe2\x80\xa6 https://t.co/l3ZrMW6k9B',0
2019-05-15 15:29:34,Why is $SPX up sharply?  Because the market believes Jerome Powell has no spine and that economic weakness will lea\xe2\x80\xa6 https://t.co/HRe0kzlkVd',1
2019-05-15 15:29:23,High done for the day #spx #sp500 \n#dowjones CMP -2850 \nR:R in favour of #shortsell',0
2019-05-15 15:29:06,"Lots of concern with volatility the past 2 weeks, how should long term investors feel? $SPX 10wk EMA firmly above 4\xe2\x80\xa6 https://t.co/p2Vm3nwHE3'",0
2019-05-15 15:28:40,Y\xe2\x80\x99day the $SPX opened and closed for its 2nd consecutive day below its lower Bollinger Band. Over the last 5 years\xe2\x80\xa6 https://t.co/HOEVGSiFuj',0
2019-05-15 15:28:25,When was the last time you saw a 35 point green to red reversal in $SPX?  We routinely see those types of red to gr\xe2\x80\xa6 https://t.co/akkigqhu5E',0
2019-05-15 15:28:02,#spx $spx $spy #Futures  5/15/2019 11:27AM \n\nLooks like we hit wave 3 in this series https://t.co/J5ixWo8lW5',0
2019-05-15 15:28:02,Happening now .. #Sahel #Niger: armed bandits ambush #Niger FDS near #TongoTongo ..heavy casualties reported (Gov S\xe2\x80\xa6 https://t.co/gck29D4IE,2
2019-05-15 15:27:58,"We started the day by locking gains in volatility long $UVXY $VX&lt; and then switched to Index long $SPY $SPX, so far\xe2\x80\xa6 https://t.co/xVdaGFTxdr'",0
2019-05-15 15:27:19,$SPX  $VIX  A tale of two charts https://t.co/8gQkoRlUPA',0
2019-05-15 15:27:01,Absolutely WRECKING Permabears right now.  So much gloating earlier this morning and now they are getting taken out\xe2\x80\xa6 https://t.co/hGlUCnopS9',0
2019-05-15 15:24:59,+519\xf0\x9f\x92\xb0no decent trades despite of green. Didn\xe2\x80\x99t have a chance to put my hands on good movers $UBER $BYND but discipl\xe2\x80\xa6 https://t.co/HigDctoC3h',0
2019-05-15 15:24:28,"$cix $spy $spx $vxx vola thru the low of the day, squeeze imminent... https://t.co/WpFX6OfIZz'",0
2019-05-15 15:24:04,"$SPY That means if you bought the Jan. 2018 SP500 Index high, and held it to now, you would be up a bit over 1% net\xe2\x80\xa6 https://t.co/sHGOErjABY'",0
2019-05-15 15:21:48,$SPX Where are we?  About 1.1% below the Jan. 2018 high that preceded the Feb. high volatility market swoon.  On th\xe2\x80\xa6 https://t.co/v05BVumOVS',0
2019-05-15 15:21:38,"b""Another tidbit on ATH's in the SPX:  2015 was the only year since 1928 where SPX attained an ATH in Q2 and subseque\xe2\x80\xa6 https://t.co/JW8VJiycGU""",0
2019-05-15 15:21:23,Taking orders now\n\n$SPX $ES_F https://t.co/09DOPA4mME',2
2019-05-15 15:21:11,"The VTS Volatility Barometer not quite giving the all clear just yet.  Still in the ""caution is warranted"" range.\xe2\x80\xa6 https://t.co/4N1G9XcnPS'",2
2019-05-15 15:21:07,@TradeWithNinja @SPX_KING Only if trade war was solved in the next 2 days. Don\xe2\x80\x99t think that\xe2\x80\x99s happening',0
2019-05-15 15:19:56,Spx flag. \nSpy Friday calls.',1
2019-05-15 15:19:54,@TradeWithNinja Sure why not',0
2019-05-15 15:19:52,$ES_F lets C if we get 51.5 today and what it does there. $SPY $SPX',0
2019-05-15 15:19:50,We are at resistance zone now. $ES_f $SPX $SPY https://t.co/tz1KCHup86',0
2019-05-15 15:19:43,algos programmed to move mkts higher on positive tariff news-today trump says 6 month delay in auto tariffs for eur\xe2\x80\xa6 https://t.co/U9soHSoijy',0
2019-05-15 15:19:21,"You would think we would be over 2850 by now, not enough shorts to squeeze us over? \xc2\xa2SPX $SPY #ES_F'",0
2019-05-15 15:19:19,"Lot of talk on buybacks, but few mentioning that  the SPX buyback index (holds the 100 companies with  the highest\xe2\x80\xa6 https://t.co/tblX9QpxyZ'",0
2019-05-15 15:17:07,We are also using $YM_F failure to make a new high above 2018 peak when $SPX and $NQ_F did make new highs to get an\xe2\x80\xa6 https://t.co/3UxJpdujcT',0
2019-05-15 15:17:02,"$spx \nThis is not the area to go short at 2844,\nPowerful move, 2853 breaks and easy move to 2865. Remain bullish today.'",0
2019-05-15 15:15:10,@snorth19 He is doing it Central Bank Sources style ;) $SPX $VIX #trading',0
2019-05-15 15:14:49,Available on #Amazon #Google #Applebooks\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN\xe2\x80\xa6 https://t.co/wtMyTJfZXA',1
2019-05-15 15:14:19,We\xe2\x80\x99re gonna find out that Eric Trump made $2 billion this year scalping $SPX futures off Trade War tips from Dad. https://t.co/FrjhFrYpT3',0
2019-05-15 15:14:10,"$SPX 30 days IV call 15.1 -0.8%, puts 15.3 -0.7%, 6 strikes +1K contracts\nhttps://t.co/fFmfCMAiNi'",0
2019-05-15 15:12:18,\xe2\x96\xb6\xef\xb8\x8e Treasurys Strengthen as Economic Data Disappoint https://t.co/NdfygwsgU7 $SPX $SPY $ES_F $IWM $VIX #tradetalks',0
2019-05-15 15:12:17,With all these trade headlines messing with $SPX I find it best to just trade mean reversion movements and not hold\xe2\x80\xa6 https://t.co/AwqAjRaIFl',0
2019-05-15 15:12:11,$SPX $VIX \n\nDeal done since September-November folks... Ally countries and we are in MAY. \xf0\x9f\x98\x82 https://t.co/T45vYGo5WR',0
2019-05-15 15:11:47,If your having a tough time developing an \xe2\x80\x9cactive plan\xe2\x80\x9d each morning.  I post about 15-25 charts with an active pla\xe2\x80\xa6 https://t.co/M0ZISvuUdt',2
2019-05-15 15:11:29,Live shot of markets this week $spy $spx https://t.co/yB6agwcGev',0
2019-05-15 15:10:51,"Define the risk, define the profit, take a trade... Repeat to yourself. Set a Max size. Be Mechanical ! $SPY $SPX $DIA $DJI'",0
2019-05-15 15:10:44,"Looking at S&amp;P 500 and Nasdaq-100 Indices, somebody forgot to give the memo again to Russell 2000 Index that it\xe2\x80\x99s t\xe2\x80\xa6 https://t.co/kGXBu5pJKx'",0
2019-05-15 15:10:24,"$SRE Update(eyeing a breakout); , #twows, #sempraenergy, $spx, #gas, #utilities https://t.co/56qXakzFYi'",0
2019-05-15 15:10:18,\xe2\x96\xb6\xef\xb8\x8e Investors Bet on Opioid Fallout Sinking Drug Stocks https://t.co/qPkooe2SL6 $SPX $SPY $ES_F $IWM $VIX #tradetalks',0
2019-05-15 15:10:07,US stocks have outperformed the wider market YTD. From a combo of multiple expansion and EPS growth. Since Dec-2009\xe2\x80\xa6 https://t.co/VYSiznJjxL',3
2019-05-15 15:09:51,"A strong USD, trade turmoil / tariffs and slower relative growth outside the US have created quite the divergence i\xe2\x80\xa6 https://t.co/wAdyaR2pHV'",5
2019-05-15 15:09:44,If your having a tough time developing an \xe2\x80\x9cactive plan\xe2\x80\x9d each morning.  I post about 15-25 charts with an active pla\xe2\x80\xa6 https://t.co/coWNPRruiN',0
2019-05-15 15:09:35,Be opportunistic and then monitor if the major indices $NDX $IXIC $SPX are able to move up through their 50d MA res\xe2\x80\xa6 https://t.co/kS9uGpYOY3',0
2019-05-15 15:08:15,@zomgapocalypse The market is insane right now. seems all based on Trumptweets that can go either way. So not doing\xe2\x80\xa6 https://t.co/rRgns0kEJD',0
2019-05-15 15:07:55,If $TICK is green I will not play $SPX puts.',0
2019-05-15 15:06:36,The only signs of life for the bears right now is that SPX isn\xe2\x80\x99t confirming the NDX move.\nWe\xe2\x80\x99ll see I guess',0
2019-05-15 15:06:29,Hi all sorry for no levels past couple of days but busy - today if we find sppt 37or32 look for 68 #ES_F $SPX\xe2\x80\xa6 https://t.co/E8fEkZB4wX',0
2019-05-15 15:06:04,Good morning.\n\n\xf0\x9f\xa5\xba\xe2\x98\x95\xef\xb8\x8f\xe2\x98\x95\xef\xb8\x8f\xe2\x98\x95\xef\xb8\x8f\xf0\x9f\x8d\xb3\xf0\x9f\xa5\x83\n\n$SPX https://t.co/x0pbsgrHRt',0
2019-05-15 15:05:51,More #TraderKnowledge in my #ebooks:\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/0qIYAceK8z',1
2019-05-15 15:05:12,G7 indexes #trading idea: Get long $spx only if above\xe2\x80\xa6\nSubscribe to https://t.co/9GC0BV6Fej for the full analysis.\xe2\x80\xa6 https://t.co/V7PLztXz7J',1
2019-05-15 15:04:59,Nice long trade on $SPX at 2820ish. Delaying tariffs comment helped the rally. $VIX https://t.co/EvDUQWOE4z',0
2019-05-15 15:04:58,"Pushed by 3 ticks, and low and behold - we pull back. *shocker*\n\nDay trade done. Key prices above and below. For no\xe2\x80\xa6 https://t.co/IlX7E1Ol9y'",0
2019-05-15 15:04:38,"$SPX still bearish, needs to break w/conviction this inverted falling wedge https://t.co/zYAICiyLR",0
2019-05-15 15:04:29,"Another short-term indicator that is giving bullish signals is our Equity-Only, 5-Day Option Volume Put/Call ratio\xe2\x80\xa6 https://t.co/gMGn6GgS7U'",1
2019-05-15 15:04:15,I will play $SPX puts if it meets my book \xe2\x80\x9cMy Favorite Indicator\xe2\x80\x9d.',0
2019-05-15 15:04:13,"@JadeMarkets @OccupyWisdom @pinkhasov Im ok with the selection bias. It was a major world event, not like he chose\xe2\x80\xa6 https://t.co/wyRZng2aHj'",0
2019-05-15 15:03:43,"He tweets lies and delays, but he\xc2\xb4s wining... MUAHAHAHA I am really pleased with this. Really am, just a lot of pet\xe2\x80\xa6 https://t.co/jABgZVSG6u'",0
2019-05-15 15:03:29,Currently some TFs are approaching Reversal Zone but Lower TFs not giving indication yet of bigger reset yet so wil\xe2\x80\xa6 https://t.co/7QMOaJLNq3',1
2019-05-15 15:03:10,"$TLRY $SPX:\n\nTilray Stock Drops, Though Marijuana Grower Posted Strong Revenue:\n\nhttps://t.co/4GzzkUUDix'",0
2019-05-15 15:02:52,"Lot of talk on buybacks, but few mentioning that  the SPX buyback index (holds the 100 companies with  the highest\xe2\x80\xa6 https://t.co/ayXlgVsLe3'",0
2019-05-15 15:02:23,with selling pressure less ....\n  we all know what happens when  -\n\n CHINA / USA  come up with Talk date before Jun\xe2\x80\xa6 https://t.co/uHWOdf2gqF',0
2019-05-15 15:02:20,The GT level for today is around 2863 $SPX and intraday realized variance is at 18.24% which is elevated by any mea\xe2\x80\xa6 https://t.co/J1C6f0fIRq',4
2019-05-15 15:01:55,"b""probably bear's last chance for today is here and now. $SPY $SPX $ES_F\nhttps://t.co/STlmXRwjSN""",0
2019-05-15 15:00:33,"If the move is meaningful, given the magnitude and the profile, the overnight high should not pose a problem and th\xe2\x80\xa6 https://t.co/c03zJxYIqJ'",0
2019-05-15 15:00:17,$SPX good spot to book profits',0
2019-05-15 14:58:59,"b""@AMKcm Keeping it simple, when SPX breaks the down trend, VIX will go under 17 IMO.  Especially if it's on a big rip""",0
